T07	"Enrolment in primary, secondary and tertiary education levels"					
170	Colombia	2014	Gross enrollment ratio - Tertiary (female)	57.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2015	Students enrolled in primary education (thousands)	"4,479"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2015	Gross enrollement ratio - Primary (male)	115.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2015	Gross enrollment ratio - Primary (female)	111.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2015	Students enrolled in secondary education (thousands)	"4,794"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2015	Gross enrollment ratio - Secondary (male)	94.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2015	Gross enrollment ratio - Secondary (female)	101.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2015	Students enrolled in tertiary education (thousands)	"2,294"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2015	Gross enrollment ratio - Tertiary (male)	51.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2015	Gross enrollment ratio - Tertiary (female)	59.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2016	Students enrolled in primary education (thousands)	"4,448"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2016	Gross enrollement ratio - Primary (male)	115.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2016	Gross enrollment ratio - Primary (female)	112.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2016	Students enrolled in secondary education (thousands)	"4,785"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2016	Gross enrollment ratio - Secondary (male)	95.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2016	Gross enrollment ratio - Secondary (female)	101.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2016	Students enrolled in tertiary education (thousands)	"2,394"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2016	Gross enrollment ratio - Tertiary (male)	54.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
170	Colombia	2016	Gross enrollment ratio - Tertiary (female)	63.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2003	Students enrolled in primary education (thousands)	104		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2003	Gross enrollement ratio - Primary (male)	120.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2003	Gross enrollment ratio - Primary (female)	99.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2003	Students enrolled in secondary education (thousands)	38		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2003	Gross enrollment ratio - Secondary (male)	43.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2003	Gross enrollment ratio - Secondary (female)	36.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2003	Students enrolled in tertiary education (thousands)	2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2003	Gross enrollment ratio - Tertiary (male)	3.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2003	Gross enrollment ratio - Tertiary (female)	2.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2004	Students enrolled in primary education (thousands)	104		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2004	Gross enrollement ratio - Primary (male)	114.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2004	Gross enrollment ratio - Primary (female)	101.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2004	Students enrolled in secondary education (thousands)	43		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2004	Gross enrollment ratio - Secondary (male)	49.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2004	Gross enrollment ratio - Secondary (female)	38		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2008	Students enrolled in primary education (thousands)	111		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2008	Gross enrollement ratio - Primary (male)	113		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2008	Gross enrollment ratio - Primary (female)	104.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2010	Students enrolled in tertiary education (thousands)	4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2010	Gross enrollment ratio - Tertiary (male)	6.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2010	Gross enrollment ratio - Tertiary (female)	4.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2014	Students enrolled in primary education (thousands)	120		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2014	Gross enrollement ratio - Primary (male)	108.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2014	Gross enrollment ratio - Primary (female)	101.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2014	Students enrolled in secondary education (thousands)	70		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
174	Comoros	2014	Gross enrollment ratio - Secondary (male)	59.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
